%TITLE%
UFL	240323/2315

   LEVEL       HGT       TEMP       DWPT       WDIR       WSPD
-------------------------------------------------------------------

%RAW%
993.5,97,24.8,10.8,88.4,0.2
993.6,92.6,24.7,10.8,141.3,0.2
993.5,93.1,25,10.9,82.5,0.2
993.6,92.2,25.2,11.3,165.6,1.4
993.5,91.3,25.9,11.7,198.8,2.3
993.5,85.8,27.8,13.2,37.3,1.2
993.6,90.2,29.5,14.4,185,2.1
993.5,89.2,25.6,10.8,12.4,3.5
993.6,87.4,25.9,11.2,204,1
993.7,86.6,26,11.2,118.1,0.2
993.6,89.7,25.4,10.7,289.5,0.4
993.4,86.3,25.6,10.8,98.3,0.8
993.5,85.3,25.2,10.3,188.4,1.2
993.6,83.4,24.7,10,82.7,0.2
993.5,83.9,25.2,10.4,114.7,0.2
993.6,84.8,25.8,10.9,184.2,2.1
993.5,86.1,25.5,10.5,10.8,2.3
993.7,89.4,26.3,11,188.3,1.2
993.6,88.9,25.7,10.4,92.4,0.2
993.6,85.1,25.8,10.7,70,0.2
993.5,83,26.5,11.2,66.7,0.2
993.5,83.1,26.1,10.8,83.5,0.2
993.5,92.5,27.5,11.7,187.2,1.2
993.5,94.2,27.4,11.4,115.7,0.2
993.5,93.2,28.2,12.1,18.7,1.4
993.6,94.9,27.2,11.1,12.4,3.5
993.7,98.9,25.7,9.9,187.4,1.2
993.6,98.4,27.8,11.7,82.5,0.2
993.7,100.4,26,10.3,19.2,1.4
993.6,97.7,26,10.3,189.6,1.2
993.8,98.1,25.5,9.9,83.8,0.2
993.7,99.4,26.6,10.8,72.7,0.2
993.6,99.4,25.9,10.3,184.8,2.1
993.7,96.4,25.4,10,3.9,3.5
993.6,91.7,25.8,10.4,165,2.3
993.6,89.9,25.1,9.9,354,1.2
993.7,89.5,25.4,10.1,35.5,1.2
993.8,89.1,25.7,10.4,193.1,3.1
993.6,84.9,26.2,10.2,299.7,0.4
993.7,89.3,26.3,10.3,169.2,2.1
993.6,88.7,26,10.1,98.4,0.2
993.6,78.7,25.3,9.7,17.7,3.1
993.7,76.6,25.5,10.1,203.8,1
993.6,77.1,25.1,10,85.5,0.2
993.6,80.4,25.2,10.2,19.4,1.4
993.6,82.9,24.9,10.1,188,3.3
993.6,83,25.5,10.7,11,2.1
993.6,83.8,25.7,10.8,89.8,0.2
993.7,88.2,25,10.1,199.5,2.1
993.7,88.2,25.2,10.3,21.2,3.5
993.6,87.9,25.2,10.3,210.4,1.4
993.6,88.4,24.9,10.1,137.1,1
993.6,88.6,25.8,10.8,7.7,1
993.6,89.1,25.1,10.3,20.8,1.4
993.8,88.3,25.9,10.9,188.7,1.2
993.7,90.3,25.6,10.4,284.7,0.4
993.6,89.8,25.2,10,96.4,0.8
993.7,92.6,25.3,10.1,184.3,2.1
993.6,96,27.5,11.8,12.5,3.3
993.7,92.4,25.8,10.2,122.7,0.4
993.6,92.8,25.3,9.7,345.1,0.4
993.8,93.2,27,11,19.5,1.4
993.8,93.8,28.8,12.6,113.4,0.4
993.8,90.6,27.3,11.3,204.9,1.2
993.7,89,26.9,10.7,21.3,1.2
993.5,87.1,26.6,10.6,188.5,1
993.7,85.2,26,10.1,20.9,1.4
993.7,82,26.5,10.5,189.2,1.2
993.7,81.2,26.2,10.3,184.4,2.1
993.8,81.1,26.6,10.6,11.8,2.1
993.7,83.3,27.3,11,42.4,0.2
993.8,87.8,25.9,10.1,184.4,2.1
993.7,88.2,25.9,10.3,17.6,3.3
993.6,85.4,26.7,10.8,192.9,3.1
993.9,86.6,27.1,11.2,17.3,3.3
993.6,86.5,26.4,10.5,204.8,0.8
993.7,88.4,27.3,11.4,44,0.2
993.6,89.8,26.6,10.6,151.9,0.2
993.7,93.2,25.4,9.8,55.2,0.2
993.7,97.9,26.1,10.4,184.2,2.1
993.7,102.6,25.9,10.2,69.5,0.2
993.8,99.2,26,10.3,355.2,1.9
993.8,95.2,29,13,81.5,0.8
993.6,91.8,25.7,10.1,170.2,1
993.8,93.1,25.7,10.2,4.8,0.8
994,95.8,25.8,10.6,55.9,0.2
993.6,94.7,26,11.1,272,0.4
993.8,94.4,26.8,11.6,88.9,0.8
993.8,97.7,26.9,11.7,183.9,1.9
993.9,96.4,26.5,11.4,16.7,4.5
993.6,96.7,27.2,11.9,198.4,2.3
993.7,92.4,27,11.6,183,1.9
993.8,91.3,26.5,11,21.7,1.2
993.8,90.7,26.6,11.1,189,1
993.9,93.8,26.7,11.2,31.6,1.4
940.4,514.9,18,11.3,320.7,21.8
939.9,520.3,17.9,11.3,334.6,23.7
939.2,525.5,17.8,11.2,343.7,22.5
938.7,531.8,17.8,11.3,358.3,19.8
938.1,535.7,17.8,11.3,4.4,14.6
937.5,539.5,17.7,11.2,341.1,9.1
937.1,550.1,17.7,11.3,303.6,14.2
936.5,553.3,17.6,11.3,310.9,17.3
935.9,559,17.6,11.4,323.1,19.6
935.1,581.4,17.5,11.3,333.7,21.4
934.4,590.3,17.5,11.4,353.9,16.7
933.5,597.7,17.4,11.3,354.8,6
932.9,604.5,17.3,11.2,280.7,10.7
932.3,608.9,17.2,11.2,301.3,17.9
931.8,617.2,17.2,11.2,321.1,19.8
931.1,622.3,17.2,11.3,341.2,22
930.7,625.7,17.1,11.2,4.9,20.4
930.2,627.6,17.1,11.3,17.5,14.6
929.8,633.5,17,11.2,357.8,9.5
929.5,640.9,17,11.2,338.9,10.5
929,644.5,17,11.2,333.2,12.1
